,Unnamed: 0,model_number,Timestamp,Latitude,Longitude,Voltage,Current,State Of Charge,BM_MaxCellVolt,BM_MaxCellID,BM_MinCellVolt,Frame_numberV,BM_MinCellID,Max_monomer_temperature,Min_monomer_temperature,Charging_MOS_tube_status,Discharge_MOS_tube_status,Capacity(Ah),Charge_Discharge_cycles,isflag,date,charging_time_diff_min,zone,dqdv,Gaussian_smooth
12,157270,it_350317170589794,2024-06-15 00:38:00,19.180835,72.8648333,49.2,3.1,67.9,2.242,8,2.226,0.016,1,37,35,1,1,25123,118,0,15-06-24,7.35,4,,
13,157894,it_350317170589794,2024-06-15 09:14:00,19.1711883,72.8714699,48.4,5.1,56.2,2.208,1,2.195,0.013,22,33,31,1,1,20794,118,0,15-06-24,10.8,7,-3884.999999999945,
14,157908,it_350317170589794,2024-06-15 09:17:00,19.1756533,72.866765,48.6,18.8,54.1,2.228,1,2.197,0.031,22,33,31,1,1,20017,118,0,15-06-24,0.833333333,7,14306.666666666802,
15,157970,it_350317170589794,2024-06-15 09:40:00,19.1738716,72.8570283,48.9,4.3,65.7,2.233,9,2.221,0.012,22,33,33,1,1,24309,118,0,15-06-24,0.666666667,7,5179.999999999926,
16,157984,it_350317170589794,2024-06-15 09:43:00,19.1750666,72.8634216,48.8,4.3,64.3,2.226,9,2.215,0.011,22,33,33,1,1,23791,118,0,15-06-24,0.666666667,7,,
17,158026,it_350317170589794,2024-06-15 10:04:00,19.1734066,72.8631499,48.9,13.6,61.4,2.238,1,2.214,0.024,22,33,33,1,1,22718,118,0,15-06-24,19.96666667,8,0.0,-634.4910769348687
18,158027,it_350317170589794,2024-06-15 10:04:00,19.1739516,72.8635549,49.1,17.8,61.4,2.252,1,2.22,0.032,22,33,33,1,1,22718,118,0,15-06-24,0.166666667,8,-7770.0000000001655,-712.7770790339805
19,158162,it_350317170589794,2024-06-15 10:42:00,19.1751783,72.8565116,49.3,24.2,57.2,2.268,1,2.227,0.041,22,35,33,1,1,21164,118,0,15-06-24,0.833333333,8,4439.999999999937,1840.7189623843872
20,158317,it_350317170589794,2024-06-15 11:27:00,19.1750616,72.85653,49.5,24.0,59.6,2.275,1,2.234,0.041,22,35,35,1,1,22052,118,0,15-06-24,1.0,8,6104.999999999914,
21,158320,it_350317170589794,2024-06-15 11:30:00,19.1750466,72.856515,49.7,24.4,62.9,2.283,1,2.242,0.041,22,35,35,1,1,23273,118,0,15-06-24,1.0,8,-1109.999999999994,
22,158354,it_350317170589794,2024-06-15 11:39:00,19.1738133,72.8595083,48.9,6.6,65.3,2.235,1,2.22,0.015,22,35,35,1,1,24161,118,0,15-06-24,0.166666667,8,14059.9999999998,
23,158391,it_350317170589794,2024-06-15 11:45:00,19.1451883,72.85602,48.8,8.0,61.5,2.227,7,2.211,0.016,22,35,35,1,1,22755,118,0,15-06-24,0.333333333,8,,
24,158508,it_350317170589794,2024-06-15 12:23:00,19.1739166,72.8565216,48.4,5.2,54.6,2.205,1,2.193,0.012,22,37,35,1,1,20202,118,0,15-06-24,0.0,10,-24789.999999999647,
25,158706,it_350317170589794,2024-06-15 13:05:00,19.1751283,72.856465,48.6,26.0,41.2,2.235,1,2.194,0.041,22,37,37,1,1,15244,118,0,15-06-24,1.0,10,-554.999999999997,
26,158784,it_350317170589794,2024-06-15 13:23:00,19.1732833,72.8660116,47.8,3.5,42.4,2.181,12,2.171,0.01,22,37,37,1,1,15688,118,0,15-06-24,4.0,10,,
27,161544,it_350317170589794,2024-06-16 12:31:00,19.1773816,72.8564383,50.7,2.7,80.8,2.315,12,2.301,0.014,14,37,35,1,1,29896,120,0,16-06-24,1.333333333,26,,
28,161635,it_350317170589794,2024-06-16 12:56:00,19.1770599,72.8551183,50.2,4.6,74.9,2.292,9,2.276,0.016,22,37,35,1,1,27713,120,0,16-06-24,13.81666667,27,-370.0000000000079,
29,161642,it_350317170589794,2024-06-16 12:57:00,19.1761199,72.8570133,50.4,8.6,74.7,2.302,1,2.282,0.02,22,37,35,1,1,27639,120,0,16-06-24,0.166666667,27,,
30,161733,it_350317170589794,2024-06-16 13:26:00,19.1744916,72.8574,50.6,8.2,77.9,2.309,1,2.291,0.018,22,37,35,1,1,28823,121,0,16-06-24,15.33333333,28,264.28571428571587,1573.0032141873203
31,161741,it_350317170589794,2024-06-16 13:29:00,19.1751016,72.8565799,51.3,25.1,78.4,2.362,1,2.319,0.043,22,37,35,1,1,29008,121,0,16-06-24,1.0,28,2219.9999999999686,1677.2366859249364
32,161742,it_350317170589794,2024-06-16 13:30:00,19.175075,72.8566,51.5,25.3,79.6,2.37,1,2.325,0.045,22,37,35,1,1,29452,121,0,16-06-24,1.0,28,2034.9999999999711,1873.0516197214554
33,161743,it_350317170589794,2024-06-16 13:31:00,19.1750883,72.8565683,51.7,26.3,80.7,2.375,1,2.333,0.042,22,37,35,1,1,29859,121,0,16-06-24,1.0,28,2836.6666666666933,2241.6033935115183
34,161745,it_350317170589794,2024-06-16 13:33:00,19.1750883,72.8565733,52.0,25.1,83.0,2.39,1,2.347,0.043,22,37,35,1,1,30710,121,0,16-06-24,1.0,28,2219.9999999999686,2465.3584235843846
35,161746,it_350317170589794,2024-06-16 13:34:00,19.1751616,72.8564633,52.2,25.9,84.2,2.399,1,2.355,0.044,22,37,35,1,1,31154,121,0,16-06-24,1.0,28,2836.6666666666933,2471.198300321488
36,161748,it_350317170589794,2024-06-16 13:36:00,19.17522,72.8564016,52.5,24.6,86.5,2.413,1,2.369,0.044,22,37,35,1,1,32005,121,0,16-06-24,1.0,28,2836.6666666666933,2445.5033801716972
37,161750,it_350317170589794,2024-06-16 13:38:00,19.1752083,72.856395,52.8,25.6,88.8,2.431,1,2.386,0.045,22,37,35,1,1,32856,121,0,16-06-24,1.0,28,2034.9999999999711,2350.3774952858985
38,161751,it_350317170589794,2024-06-16 13:39:00,19.1751816,72.8564233,53.0,25.3,89.9,2.438,1,2.394,0.044,22,37,35,1,1,33263,121,0,16-06-24,1.0,28,2219.9999999999686,2291.077775127078
39,161752,it_350317170589794,2024-06-16 13:40:00,19.175175,72.8564483,53.2,25.9,91.1,2.445,1,2.402,0.043,22,37,35,1,1,33707,121,0,16-06-24,1.0,28,2035.0000000000434,2122.552761571902
40,161753,it_350317170589794,2024-06-16 13:41:00,19.175165,72.8564899,53.4,26.0,92.2,2.455,1,2.411,0.044,22,37,35,1,1,34114,121,0,16-06-24,1.0,28,2219.9999999999686,2035.1639078827925
41,161754,it_350317170589794,2024-06-16 13:42:00,19.175205,72.8564133,53.6,26.8,93.4,2.464,1,2.422,0.042,22,37,37,1,1,34558,121,0,16-06-24,1.0,28,2035.0000000000434,1947.1888509517214
42,161755,it_350317170589794,2024-06-16 13:43:00,19.1752,72.8564033,53.8,25.8,94.5,2.474,1,2.43,0.044,22,37,37,1,1,34965,121,0,16-06-24,1.0,28,1479.999999999979,1707.9129693555844
43,161756,it_350317170589794,2024-06-16 13:44:00,19.1751733,72.8564766,54.1,26.0,95.7,2.485,1,2.44,0.045,22,37,37,1,1,35409,121,0,16-06-24,1.0,28,2220.0000000000473,1518.6926248709094
44,161757,it_350317170589794,2024-06-16 13:45:00,19.17518,72.856475,54.3,24.8,96.9,2.495,1,2.45,0.045,22,37,37,1,1,35853,121,0,16-06-24,1.0,28,1356.6666666666474,
45,161758,it_350317170589794,2024-06-16 13:46:00,19.1751599,72.8564783,54.6,26.6,98.0,2.506,1,2.461,0.045,22,37,37,1,1,36260,121,0,16-06-24,1.0,28,235.45454545454515,
46,161782,it_350317170589794,2024-06-16 13:52:00,19.18182,72.8583783,53.5,14.4,97.3,2.462,1,2.426,0.036,22,37,37,1,1,36001,121,0,16-06-24,1.0,28,986.6666666666761,
47,161791,it_350317170589794,2024-06-16 13:54:00,19.1858233,72.8594799,53.2,5.0,96.5,2.43,11,2.408,0.022,14,37,37,1,1,35705,121,0,16-06-24,0.5,28,,
48,162505,it_350317170589794,2024-06-16 18:27:00,19.1763716,72.8508883,51.8,3.1,86.9,2.361,3,2.347,0.014,14,37,37,1,1,32153,121,0,16-06-24,0.166666667,36,,
49,162894,it_350317170589794,2024-06-16 20:27:00,19.1826033,72.8615516,49.3,7.1,67.2,2.258,1,2.244,0.014,22,37,37,1,1,24864,121,0,16-06-24,32.53333333,39,-inf,
50,162913,it_350317170589794,2024-06-16 20:31:00,19.1775316,72.8563599,49.3,17.2,65.2,2.253,1,2.235,0.018,22,37,37,1,1,24124,121,0,16-06-24,0.833333333,39,4810.000000000017,
51,162985,it_350317170589794,2024-06-16 20:48:00,19.1792966,72.861945,48.9,2.9,60.0,2.227,12,2.218,0.009,22,37,37,1,1,22200,121,0,16-06-24,1.0,39,,
52,164571,it_350317170589794,2024-06-17 13:11:00,19.1826316,72.86144,48.7,8.9,55.1,2.228,1,2.209,0.019,22,37,35,1,1,20387,122,0,17-06-24,5.45,47,370.00000000002103,
53,164573,it_350317170589794,2024-06-17 13:11:00,19.1816716,72.8610866,48.8,6.2,55.2,2.228,1,2.214,0.014,22,37,35,1,1,20424,122,0,17-06-24,0.166666667,47,,
54,165137,it_350317170589794,2024-06-17 21:21:00,19.1794366,72.86457,48.1,5.6,47.3,2.193,7,2.182,0.011,22,33,33,1,1,17501,122,0,17-06-24,0.333333333,49,,
55,166134,it_350317170589794,2024-06-18 12:55:00,19.1824166,72.8612983,48.0,4.0,41.1,2.186,7,2.176,0.01,22,35,33,1,1,15207,122,0,18-06-24,777.9166667,51,-123.33333333333451,1085.1997185945502
56,166137,it_350317170589794,2024-06-18 12:55:00,19.1804783,72.8610066,48.3,16.8,41.0,2.211,1,2.186,0.025,22,35,33,1,1,15170,122,0,18-06-24,0.5,51,-2589.999999999963,1657.9098217660444
57,166178,it_350317170589794,2024-06-18 13:05:00,19.1751866,72.8563316,48.6,24.5,38.9,2.231,1,2.197,0.034,22,35,33,1,1,14393,122,0,18-06-24,1.0,51,4995.000000000106,3459.328993547232
58,166185,it_350317170589794,2024-06-18 13:11:00,19.175225,72.856455,48.8,25.7,41.6,2.241,1,2.204,0.037,22,35,33,1,1,15392,122,0,18-06-24,5.0,51,6474.999999999908,4710.223040815062
59,166188,it_350317170589794,2024-06-18 13:14:00,19.17519,72.8565016,49.0,26.2,45.1,2.248,1,2.213,0.035,22,35,33,1,1,16687,122,0,18-06-24,1.0,51,6474.999999999908,5814.918526844144
60,166191,it_350317170589794,2024-06-18 13:17:00,19.17518,72.85645,49.2,25.9,48.6,2.258,1,2.221,0.037,22,35,33,1,1,17982,122,0,18-06-24,1.0,51,9990.000000000213,6807.04096686191
61,166331,it_350317170589794,2024-06-18 14:00:00,19.17519,72.8564083,49.4,24.4,54.0,2.264,1,2.231,0.033,22,35,33,1,1,19980,122,0,18-06-24,1.0,51,6104.999999999914,6870.929841436475
62,166334,it_350317170589794,2024-06-18 14:03:00,19.1751966,72.8563666,49.6,25.0,57.3,2.272,1,2.239,0.033,22,35,33,1,1,21201,122,0,18-06-24,1.0,51,6290.000000000134,6525.260811212971
63,166337,it_350317170589794,2024-06-18 14:06:00,19.1752083,72.8564116,49.8,24.2,60.7,2.282,1,2.248,0.034,22,35,33,1,1,22459,122,0,18-06-24,1.0,51,6104.999999999914,6289.003888180966
64,166340,it_350317170589794,2024-06-18 14:09:00,19.1752233,72.856395,50.0,25.3,64.0,2.29,1,2.257,0.033,22,35,33,1,1,23680,122,0,18-06-24,1.0,51,6104.999999999914,5607.9876763935945
65,166343,it_350317170589794,2024-06-18 14:12:00,19.1751033,72.8564166,50.2,25.3,67.3,2.302,1,2.268,0.034,22,35,33,1,1,24901,122,0,18-06-24,1.0,51,4255.000000000091,5298.618054546361
66,166345,it_350317170589794,2024-06-18 14:14:00,19.1751433,72.8564283,50.4,24.2,69.6,2.31,1,2.274,0.036,22,35,33,1,1,25752,122,0,18-06-24,1.0,51,6104.999999999914,4828.0430374154785
67,166348,it_350317170589794,2024-06-18 14:17:00,19.1751333,72.8564516,50.6,25.2,72.9,2.32,1,2.287,0.033,22,35,33,1,1,26973,122,0,18-06-24,1.0,51,4070.000000000087,4476.53569954986
68,166350,it_350317170589794,2024-06-18 14:19:00,19.1751516,72.8564533,50.8,24.3,75.1,2.331,1,2.296,0.035,22,35,33,1,1,27787,122,0,18-06-24,1.0,51,4069.9999999999422,4026.5694492278194
69,166352,it_350317170589794,2024-06-18 14:21:00,19.1751666,72.8564566,51.0,25.1,77.3,2.339,1,2.305,0.034,22,35,33,1,1,28601,122,0,18-06-24,1.0,51,2836.6666666666933,3879.7983472905344
70,166354,it_350317170589794,2024-06-18 14:23:00,19.175185,72.8564466,51.3,24.5,79.6,2.351,1,2.316,0.035,22,35,33,1,1,29452,122,0,18-06-24,1.0,51,4069.9999999999422,3424.3583755130603
71,166356,it_350317170589794,2024-06-18 14:25:00,19.1751983,72.8564233,51.5,23.9,81.8,2.362,1,2.327,0.035,22,35,33,1,1,30266,122,0,18-06-24,1.0,51,2713.333333333359,2862.3928588032986
72,166358,it_350317170589794,2024-06-18 14:27:00,19.175195,72.8564283,51.8,24.6,84.0,2.373,1,2.339,0.034,22,35,33,1,1,31080,122,0,18-06-24,1.0,51,4069.9999999999422,-inf
73,166360,it_350317170589794,2024-06-18 14:29:00,19.175195,72.85641,52.0,24.1,86.2,2.387,1,2.351,0.036,22,35,33,1,1,31894,122,0,18-06-24,1.0,51,2034.9999999999711,-inf
74,166361,it_350317170589794,2024-06-18 14:30:00,19.17519,72.8564,52.2,24.2,87.3,2.393,1,2.357,0.036,22,35,33,1,1,32301,122,0,18-06-24,1.0,51,-740.0,
75,166382,it_350317170589794,2024-06-18 14:37:00,19.1754133,72.8589583,51.2,3.5,89.3,2.342,12,2.318,0.024,16,35,33,1,1,33041,123,0,18-06-24,0.666666667,51,-inf,
76,166412,it_350317170589794,2024-06-18 14:45:00,19.1772616,72.8567716,51.2,3.3,87.0,2.335,12,2.321,0.014,14,35,33,1,1,32190,123,0,18-06-24,7.233333333,51,739.9999999999895,
77,166421,it_350317170589794,2024-06-18 14:46:00,19.1744316,72.857375,51.0,9.3,86.6,2.337,1,2.322,0.015,18,35,33,1,1,32042,123,0,18-06-24,0.166666667,51,,
78,166586,it_350317170589794,2024-06-18 15:41:00,19.1746133,72.8578833,49.9,8.0,76.8,2.278,1,2.264,0.014,22,35,35,1,1,28416,123,0,18-06-24,0.166666667,53,,
79,166630,it_350317170589794,2024-06-18 15:56:00,19.1817399,72.861195,49.6,3.7,73.3,2.265,9,2.254,0.011,22,35,35,1,1,27121,123,0,18-06-24,12.95,54,7029.9999999999,
80,166662,it_350317170589794,2024-06-18 16:08:00,19.1791549,72.8639416,49.5,7.8,71.4,2.259,1,2.245,0.014,22,35,35,1,1,26418,123,0,18-06-24,9.9,54,,
81,166717,it_350317170589794,2024-06-18 16:25:00,19.1739133,72.8569366,49.2,4.2,67.2,2.239,13,2.23,0.009,22,35,35,1,1,24864,123,0,18-06-24,11.13333333,55,,
82,166789,it_350317170589794,2024-06-18 16:42:00,19.17895,72.8653566,49.1,18.4,61.4,2.247,1,2.22,0.027,22,35,35,1,1,22718,123,0,18-06-24,0.166666667,56,-3576.6666666667006,537.8451285822622
83,166849,it_350317170589794,2024-06-18 17:00:00,19.175265,72.8564883,49.4,24.5,58.5,2.267,1,2.234,0.033,22,35,33,1,1,21645,123,0,18-06-24,1.0,56,4069.9999999999422,
84,166851,it_350317170589794,2024-06-18 17:02:00,19.1752366,72.8564766,49.6,24.1,60.7,2.275,1,2.241,0.034,22,35,33,1,1,22459,123,0,18-06-24,1.0,56,-1911.6666666666622,
85,166872,it_350317170589794,2024-06-18 17:10:00,19.1746833,72.8580216,49.0,6.1,63.8,2.236,16,2.224,0.012,22,35,33,1,1,23606,123,0,18-06-24,1.5,56,9249.999999999869,
86,166895,it_350317170589794,2024-06-18 17:14:00,19.1848666,72.8583166,48.9,5.4,61.3,2.228,7,2.218,0.01,22,35,33,1,1,22681,123,0,18-06-24,0.666666667,56,,
87,167045,it_350317170589794,2024-06-18 17:51:00,19.191495,72.8600983,48.7,19.2,53.9,2.232,1,2.204,0.028,22,35,33,1,1,19943,123,0,18-06-24,2.333333333,57,-5056.666666666714,
88,167095,it_350317170589794,2024-06-18 18:01:00,19.1751116,72.8565249,49.0,25.1,49.8,2.248,1,2.215,0.033,22,35,33,1,1,18426,123,0,18-06-24,2.666666667,57,-3182.0,
89,167114,it_350317170589794,2024-06-18 18:09:00,19.1743283,72.8571666,48.5,7.1,54.1,2.212,1,2.2,0.012,22,35,33,1,1,20017,123,0,18-06-24,0.333333333,57,6166.666666666725,
90,167199,it_350317170589794,2024-06-18 18:22:00,19.174955,72.8539399,48.2,2.7,49.1,2.195,12,2.186,0.009,22,35,33,1,1,18167,123,0,18-06-24,0.333333333,57,,
91,167389,it_350317170589794,2024-06-18 19:40:00,19.1810966,72.8609333,47.2,11.1,38.7,2.195,1,2.174,0.021,22,33,31,1,1,14319,123,0,18-06-24,0.333333333,59,-4193.333333333373,
92,167423,it_350317170589794,2024-06-18 19:46:00,19.1743866,72.8560683,47.5,9.2,35.3,2.173,1,2.156,0.017,22,33,33,1,1,13061,123,0,18-06-24,1.166666667,59,,
93,167510,it_350317170589794,2024-06-18 20:21:00,19.18253,72.8608266,47.3,4.0,28.7,2.161,16,2.149,0.012,20,33,33,1,1,10619,123,0,18-06-24,16.68333333,61,4810.000000000103,
94,167544,it_350317170589794,2024-06-18 20:28:00,19.1792549,72.8623583,47.1,2.8,26.1,2.149,13,2.138,0.011,20,33,33,1,1,9657,123,0,18-06-24,2.166666667,61,,
95,167635,it_350317170589794,2024-06-18 20:53:00,19.175465,72.8656549,47.1,3.5,22.7,2.148,12,2.136,0.012,20,33,33,1,1,8399,123,0,18-06-24,14.71666667,62,-740.0000000000158,1496.2557787822177
96,167639,it_350317170589794,2024-06-18 20:54:00,19.1747916,72.86199,47.3,11.3,22.3,2.161,1,2.141,0.02,22,33,33,1,1,8251,123,0,18-06-24,0.666666667,62,-554.9999999999922,2000.2804309369299
97,167686,it_350317170589794,2024-06-18 21:10:00,19.1750766,72.8564833,47.5,7.6,22.0,2.168,1,2.152,0.016,20,33,33,1,1,8140,123,0,18-06-24,1.0,62,6104.999999999914,3434.1762063014726
98,167702,it_350317170589794,2024-06-18 21:19:00,19.1750916,72.856485,47.7,10.4,25.3,2.178,1,2.161,0.017,22,33,31,1,1,9361,123,0,18-06-24,0.166666667,62,3885.0000000000828,4411.737960918828
99,167706,it_350317170589794,2024-06-18 21:23:00,19.1750916,72.85646,47.9,11.7,27.4,2.189,1,2.169,0.02,22,33,31,1,1,10138,123,0,18-06-24,1.0,62,7769.99999999989,5618.048459914597
100,167714,it_350317170589794,2024-06-18 21:31:00,19.1750599,72.8564016,48.1,12.4,31.6,2.196,1,2.177,0.019,22,33,31,1,1,11692,123,0,18-06-24,1.0,62,8510.000000000182,6600.416450708952
101,167727,it_350317170589794,2024-06-18 21:40:00,19.1750783,72.85632,48.3,10.8,36.2,2.208,1,2.187,0.021,22,33,31,1,1,13394,123,0,18-06-24,1.0,62,3699.9999999999914,6805.819907703854
102,167770,it_350317170589794,2024-06-18 21:56:00,19.1751733,72.8564816,48.9,24.3,42.2,2.243,1,2.207,0.036,22,33,31,1,1,15614,123,0,18-06-24,1.0,62,8324.999999999882,7301.895052358957
103,167774,it_350317170589794,2024-06-18 22:00:00,19.1751933,72.8564866,49.1,24.8,46.7,2.251,1,2.217,0.034,22,33,31,1,1,17279,123,0,18-06-24,1.0,62,7955.000000000169,7225.828407071325
104,167778,it_350317170589794,2024-06-18 22:04:00,19.1751366,72.856425,49.3,25.2,50.9,2.26,1,2.226,0.034,22,33,31,1,1,18870,123,0,18-06-24,1.0,62,7029.9999999999,7054.297715960212
105,167782,it_350317170589794,2024-06-18 22:08:00,19.1751366,72.85646,49.5,25.5,54.8,2.268,1,2.234,0.034,22,33,33,1,1,20276,123,0,18-06-24,1.0,62,8509.99999999988,
106,167787,it_350317170589794,2024-06-18 22:12:00,19.1751216,72.8564183,49.7,25.1,59.4,2.278,1,2.245,0.033,22,33,33,1,1,21978,123,0,18-06-24,1.0,62,6290.000000000134,
107,167790,it_350317170589794,2024-06-18 22:15:00,19.1751516,72.8564166,49.9,25.6,62.8,2.287,1,2.254,0.033,22,33,33,1,1,23236,123,0,18-06-24,1.0,62,6104.999999999914,
108,167793,it_350317170589794,2024-06-18 22:18:00,19.1751766,72.856455,50.1,25.0,66.1,2.298,1,2.264,0.034,22,33,33,1,1,24457,123,0,18-06-24,1.0,62,,
109,167851,it_350317170589794,2024-06-18 22:41:00,19.17705,72.8698916,49.1,8.4,63.5,2.241,1,2.227,0.014,22,33,31,1,1,23495,123,0,18-06-24,16.11666667,63,-18130.000000000386,-2264.8452470911348
110,168009,it_350317170589794,2024-06-18 23:18:00,19.1750566,72.85646,49.3,23.8,53.7,2.26,1,2.226,0.034,22,33,31,1,1,19869,123,0,18-06-24,0.266666667,63,7399.9999999998945,-1266.2244057956832
111,168017,it_350317170589794,2024-06-18 23:24:00,19.1750483,72.8564283,49.5,25.3,57.7,2.269,1,2.237,0.032,22,33,31,1,1,21349,123,0,18-06-24,1.0,63,4069.9999999999422,-203.86900197247678
112,168019,it_350317170589794,2024-06-18 23:26:00,19.17505,72.8564483,49.7,25.3,59.9,2.276,1,2.244,0.032,22,33,31,1,1,22163,123,0,18-06-24,1.0,63,6105.00000000013,3118.5853090208284
113,168022,it_350317170589794,2024-06-18 23:29:00,19.1750966,72.8564,49.9,25.3,63.2,2.285,1,2.254,0.031,22,33,31,1,1,23384,123,0,18-06-24,1.0,63,6289.999999999911,5455.533280409966
114,168025,it_350317170589794,2024-06-18 23:32:00,19.175115,72.8564399,50.1,25.4,66.6,2.297,1,2.263,0.034,22,33,31,1,1,24642,123,0,18-06-24,1.0,63,4070.000000000087,4988.548145302881
115,168027,it_350317170589794,2024-06-18 23:34:00,19.17512,72.85647,50.3,25.2,68.8,2.304,1,2.27,0.034,22,33,31,1,1,25456,123,0,18-06-24,1.0,63,6104.999999999914,4874.957798198076
116,168030,it_350317170589794,2024-06-18 23:37:00,19.1751016,72.85647,50.5,24.0,72.1,2.317,1,2.282,0.035,22,33,31,1,1,26677,123,0,18-06-24,1.0,63,4254.99999999994,4123.615243613544
117,168032,it_350317170589794,2024-06-18 23:39:00,19.1751283,72.8564433,50.7,24.8,74.4,2.325,1,2.291,0.034,22,33,31,1,1,27528,123,0,18-06-24,1.0,63,3145.000000000067,3241.810003151565
118,168034,it_350317170589794,2024-06-18 23:40:00,19.1750933,72.8564733,50.9,24.3,76.1,2.333,1,2.298,0.035,22,33,33,1,1,28157,123,0,18-06-24,0.533333333,63,4254.99999999994,2562.1827258384837
119,168036,it_350317170589794,2024-06-18 23:42:00,19.175185,72.8564133,51.1,25.2,78.4,2.341,1,2.308,0.033,22,33,33,1,1,29008,123,0,18-06-24,1.0,63,74.0,
120,168064,it_350317170589794,2024-06-18 23:50:00,19.1825133,72.8567233,50.1,8.0,78.2,2.298,1,2.277,0.021,22,33,31,1,1,28934,124,0,18-06-24,3.166666667,63,-185.00000000000395,
121,168067,it_350317170589794,2024-06-18 23:51:00,19.1838166,72.85489,50.3,8.6,78.1,2.297,1,2.28,0.017,22,33,31,1,1,28897,124,0,18-06-24,0.166666667,63,592.0,
122,168075,it_350317170589794,2024-06-18 23:52:00,19.1837533,72.8496399,49.8,12.8,77.3,2.283,1,2.257,0.026,8,33,31,1,1,28601,124,0,18-06-24,1.333333333,63,,
123,168945,it_350317170589794,2024-06-19 12:35:00,19.1822833,72.86125,49.2,5.9,66.7,2.245,10,2.225,0.02,22,28,28,1,1,24679,124,0,19-06-24,703.7666667,65,0.0,776.4368364526042
124,168947,it_350317170589794,2024-06-19 12:36:00,19.1806633,72.8610049,49.4,19.1,66.7,2.262,1,2.237,0.025,22,28,28,1,1,24679,124,0,19-06-24,0.166666667,65,-2219.9999999999686,1059.6887506247042
125,168988,it_350317170589794,2024-06-19 12:45:00,19.1750933,72.8565,49.7,25.3,64.9,2.28,1,2.248,0.032,22,28,28,1,1,24013,124,0,19-06-24,1.0,65,4070.000000000087,1713.6981284792641
126,168990,it_350317170589794,2024-06-19 12:47:00,19.1750899,72.8564466,49.9,24.9,67.1,2.291,1,2.256,0.035,22,28,28,1,1,24827,124,0,19-06-24,1.0,65,4254.99999999994,
127,168992,it_350317170589794,2024-06-19 12:49:00,19.1751033,72.8564483,50.1,24.1,69.4,2.298,1,2.263,0.035,22,28,28,1,1,25678,124,0,19-06-24,1.0,65,3885.0000000000828,
128,168994,it_350317170589794,2024-06-19 12:51:00,19.1751083,72.85645,50.3,24.8,71.5,2.305,1,2.272,0.033,22,28,28,1,1,26455,124,0,19-06-24,1.0,65,1110.0000000000011,
129,169121,it_350317170589794,2024-06-19 13:21:00,19.1745016,72.8560066,48.9,3.0,67.3,2.235,1,2.223,0.012,22,30,28,1,1,24901,124,0,19-06-24,0.666666667,65,,
